,Unnamed: 0,samples,nm_class,slices,fold
20908,51,bd2f8133-3e71-4c5e-998f-0c1a9fdfb75f.csv,Stomach-AdenoCA,3,9
20909,52,c1b44966-0f72-4c4f-8783-ab3ffe7f17b2.csv,Stomach-AdenoCA,4,9
20910,53,c4e048de-1d43-4fbd-8289-9279b16c8a3a.csv,Stomach-AdenoCA,5,9
20911,54,c612570a-881d-421f-98b9-0e4563133744.csv,Stomach-AdenoCA,6,9
20912,55,c73f3f82-3091-46dd-b667-e96a1d8c501c.csv,Stomach-AdenoCA,7,9
20913,56,c79ce3d3-4758-4f52-9da1-38f994c99f4e.csv,Stomach-AdenoCA,8,9
20914,58,d6738c83-7b52-4224-846a-67bd085aaab8.csv,Stomach-AdenoCA,10,9
20915,59,d7f8e1f3-a9a7-4929-92df-1283bac815d2.csv,Stomach-AdenoCA,1,9
20916,60,d8d5585d-32cd-4ac4-b410-a4122a17a558.csv,Stomach-AdenoCA,2,9
20917,61,d91e1a92-837d-44d6-92d8-419f435effe0.csv,Stomach-AdenoCA,3,9
20918,62,dbd834cb-b14f-4380-9741-f96551268447.csv,Stomach-AdenoCA,4,9
20919,63,dc107863-2c7d-4b19-8afb-666c7798f0da.csv,Stomach-AdenoCA,5,9
20920,64,dc537fcf-d910-4c4b-8af9-e7da429f2633.csv,Stomach-AdenoCA,6,9
20921,65,dd9d2e9e-02dc-40fc-842b-c5b9707fca56.csv,Stomach-AdenoCA,7,9
20922,66,ea1cac20-88c1-4257-9cdb-d2890eb2e123.csv,Stomach-AdenoCA,8,9
20923,68,eb18e71d-2a27-4eae-aa27-4b2c0716d2ba.csv,Stomach-AdenoCA,10,9
20924,69,eb59b79f-bd36-4bf4-83e3-2af73bd1d30a.csv,Stomach-AdenoCA,1,9
20925,70,eda1d8d9-e8f5-46f2-bb16-15d0b10c2cf9.csv,Stomach-AdenoCA,2,9
20926,71,edc8839f-fa6b-41e0-ad49-f688073730bd.csv,Stomach-AdenoCA,3,9
20927,72,f50fb278-1f0f-406e-b341-eb3d1b97afe6.csv,Stomach-AdenoCA,4,9
20928,73,feccee20-a62d-4152-b832-b9fdaca87a61.csv,Stomach-AdenoCA,5,9
20929,74,ffb4f42b-58e9-40c3-8963-11804f041375.csv,Stomach-AdenoCA,6,9
20930,0,007aab66-2f07-459d-8952-3041d6ea24a8.csv,Thy-AdenoCA,7,9
20931,1,0567d3e6-6278-4d0a-81ae-c084d73c6dd3.csv,Thy-AdenoCA,8,9
20932,3,0c18a8b7-bad1-4aa4-a6df-472f89d9761c.csv,Thy-AdenoCA,10,9
20933,4,13642cf8-9840-4a7d-a26a-95f65b2c70c3.csv,Thy-AdenoCA,1,9
20934,5,15abb2a3-10a2-4e04-8eb9-6eadbd976af0.csv,Thy-AdenoCA,2,9
20935,6,178d0486-cb0d-4979-8bdf-bb3fe99149bd.csv,Thy-AdenoCA,3,9
20936,7,17a66d24-de77-4f2a-a8ad-d2c6a69e7671.csv,Thy-AdenoCA,4,9
20937,8,19233fd1-5229-466e-acf3-5882165758e0.csv,Thy-AdenoCA,5,9
20938,9,1924d200-6929-4eef-8a7f-317f8fbab915.csv,Thy-AdenoCA,6,9
20939,10,1bbb522d-e224-4b3f-9e10-3a47d06b2b05.csv,Thy-AdenoCA,7,9
20940,11,1d97ba51-d981-4986-9f71-c2b6cb9961c3.csv,Thy-AdenoCA,8,9
20941,13,29578759-9ccb-4a24-b5b8-c45ebd4339d9.csv,Thy-AdenoCA,10,9
20942,14,2dd5eea1-42a1-4e8b-99ac-20399cc7e15c.csv,Thy-AdenoCA,1,9
20943,15,2dfe70fd-2650-49c0-b6eb-67df585d063b.csv,Thy-AdenoCA,2,9
20944,16,3f039593-91d1-43cb-a06b-41e92f7e8d20.csv,Thy-AdenoCA,3,9
20945,17,473fe833-fcc6-485e-93d2-95e662c3ef53.csv,Thy-AdenoCA,4,9
20946,18,4bae2f08-da75-4991-acb8-5ba9912f9131.csv,Thy-AdenoCA,5,9
20947,19,54426b1a-e0d3-4d8e-9e81-2d8e6b153b22.csv,Thy-AdenoCA,6,9
20948,20,546b97b0-ab82-42a1-bbd2-241523278ec3.csv,Thy-AdenoCA,7,9
20949,21,565e656c-d5e3-4fe4-a10c-2e9ca1e498b5.csv,Thy-AdenoCA,8,9
20950,23,5c02d399-07af-4573-a568-bc1b256bc8f8.csv,Thy-AdenoCA,10,9
20951,24,5deeaa45-4c1b-4ab2-a487-93c548838f68.csv,Thy-AdenoCA,1,9
20952,25,62fceb56-8c6e-4d20-9d2f-5b7042854d23.csv,Thy-AdenoCA,2,9
20953,26,63ea274b-d42b-4787-9c54-8ee95ea376ec.csv,Thy-AdenoCA,3,9
20954,27,64a17d5b-8f40-4ccf-8f2f-e68c5fe6b1ff.csv,Thy-AdenoCA,4,9
20955,28,64c2e6a0-2341-49c4-a6dd-656e7bb505dd.csv,Thy-AdenoCA,5,9
20956,29,66eb4833-1b87-4fd9-a53d-26dc7ad6de29.csv,Thy-AdenoCA,6,9
20957,30,77ebe6d2-6537-49d3-849d-fe93e2cf52af.csv,Thy-AdenoCA,7,9
20958,31,79133e29-ba0b-4e2f-a6d9-bf294c5144f0.csv,Thy-AdenoCA,8,9
20959,33,7dfcfe29-3900-4d7b-8067-60c51584b0b1.csv,Thy-AdenoCA,10,9
20960,34,8845fce6-e2b4-4929-942b-57096b0bbafc.csv,Thy-AdenoCA,1,9
20961,35,90883300-d4b6-45d7-af9a-4e4ce4104500.csv,Thy-AdenoCA,2,9
20962,36,a9c29edd-2ef1-46ef-93c6-796cf0332a2b.csv,Thy-AdenoCA,3,9
20963,37,ad874249-9964-4e48-aa3f-7e828ea28f3f.csv,Thy-AdenoCA,4,9
20964,38,add0b0f6-b4a8-4b73-b634-c3600dc567d5.csv,Thy-AdenoCA,5,9
20965,39,b1753e9c-29d0-4955-89d2-949cdabd1211.csv,Thy-AdenoCA,6,9
20966,40,b8cd6882-be27-4742-bc63-3227d31bf704.csv,Thy-AdenoCA,7,9
20967,41,c8381701-31cb-465a-bdf2-1b8132be7a14.csv,Thy-AdenoCA,8,9
20968,43,d692ecd0-2433-426b-9af2-a30c44a80f7c.csv,Thy-AdenoCA,10,9
20969,44,dbacc1ad-c88a-4bcf-a45f-e9c83c762164.csv,Thy-AdenoCA,1,9
20970,45,e7335a24-e5fc-4558-9eba-511c5a802320.csv,Thy-AdenoCA,2,9
20971,46,fa837b4d-55a7-4dcf-9fdf-cf9c13644df7.csv,Thy-AdenoCA,3,9
20972,47,fc812906-d3b6-4210-a842-96f095280cbf.csv,Thy-AdenoCA,4,9
20973,0,00db4dc2-3ec7-4ff9-9233-d69c8c8a607f.csv,Uterus-AdenoCA,5,9
20974,1,0385961e-ea99-40b2-ad79-6872bc30d8a1.csv,Uterus-AdenoCA,6,9
20975,2,0c39c03a-ec84-42c6-be69-8e98bc7a9f5a.csv,Uterus-AdenoCA,7,9
20976,3,105a51c4-cc7e-4d0f-9cf8-e4d64a31d14d.csv,Uterus-AdenoCA,8,9
20977,5,19c1c97f-a3ec-44a8-8a20-6f97caed1a4f.csv,Uterus-AdenoCA,10,9
20978,6,19def402-fb8d-4b27-90dd-ce9135a3c0a2.csv,Uterus-AdenoCA,1,9
20979,7,23cc70c4-b744-4fa0-a0de-b25c0fdf212f.csv,Uterus-AdenoCA,2,9
20980,8,2b78de4e-4c8b-4adf-a058-3dae797e7881.csv,Uterus-AdenoCA,3,9
20981,9,31bc44b9-35ff-43fd-8a01-a834f3b1ce46.csv,Uterus-AdenoCA,4,9
20982,10,42de1441-6f3c-4b4d-b8b8-ad91e4b1dbe2.csv,Uterus-AdenoCA,5,9
20983,11,460f7427-ebcf-404b-9e9e-e0278d0bca95.csv,Uterus-AdenoCA,6,9
20984,12,493e7008-551c-4c0e-b567-a0f31868629e.csv,Uterus-AdenoCA,7,9
20985,13,554b9439-7e11-43ec-8bc3-448c59100b9e.csv,Uterus-AdenoCA,8,9
20986,15,577d5c9e-fbda-41d5-b0b3-cdb733453ea5.csv,Uterus-AdenoCA,10,9
20987,16,638e80c7-9a6e-4a32-a621-fc4168e72343.csv,Uterus-AdenoCA,1,9
20988,17,65f9a820-f026-4a10-8bb7-1fbc3b38321e.csv,Uterus-AdenoCA,2,9
20989,18,6e599fcc-d79a-4e0f-b451-c20768c989f9.csv,Uterus-AdenoCA,3,9
20990,19,712ba532-fb1a-43fa-a356-b446b509ceb7.csv,Uterus-AdenoCA,4,9
20991,20,7364a112-61b9-41c6-b85f-18c97c54cefd.csv,Uterus-AdenoCA,5,9
20992,21,82be6087-a491-42d4-9b48-6a10d1bace18.csv,Uterus-AdenoCA,6,9
20993,22,82d2ea5f-ebdc-4907-a287-fe837fd6b59c.csv,Uterus-AdenoCA,7,9
20994,23,8d4cb709-c95c-4bdc-844b-c0bfa2a3028e.csv,Uterus-AdenoCA,8,9
20995,25,92126163-00c3-41f2-9ce6-7aad5f621407.csv,Uterus-AdenoCA,10,9
20996,26,950486ad-14f8-480a-b079-9cc3cd842090.csv,Uterus-AdenoCA,1,9
20997,27,95e8d38a-122e-494c-a304-bef4275fed7e.csv,Uterus-AdenoCA,2,9
20998,28,96f337d2-cec4-4484-87cd-ab2109d2bf50.csv,Uterus-AdenoCA,3,9
20999,29,99696731-c88f-427b-975b-1d90013e63ff.csv,Uterus-AdenoCA,4,9
21000,30,9d2671b9-bd30-4e3c-aa74-01e31dd2531e.csv,Uterus-AdenoCA,5,9
21001,31,a0e317b1-3f3b-4d25-b2d9-fcc2211dfda3.csv,Uterus-AdenoCA,6,9
21002,32,accfc45b-eae0-4991-a488-e217cdb46655.csv,Uterus-AdenoCA,7,9
21003,33,af96db5a-684f-41d1-a910-5a5193393d9c.csv,Uterus-AdenoCA,8,9
21004,35,b38d0777-4901-48b8-9cdc-33b7f13a424f.csv,Uterus-AdenoCA,10,9
21005,36,b77084ab-8148-49e0-b3f9-90f7d9ea1862.csv,Uterus-AdenoCA,1,9
21006,37,bcf858fd-cc3b-4fde-ab10-eb96216f4366.csv,Uterus-AdenoCA,2,9
21007,38,c082dc34-457e-40ec-8258-e11e8ed362c2.csv,Uterus-AdenoCA,3,9
21008,39,c75cc75a-7496-420f-b526-ea63c77e9839.csv,Uterus-AdenoCA,4,9
21009,40,cc19a480-9c66-4ee8-a0c0-921acac02689.csv,Uterus-AdenoCA,5,9
21010,41,d12cfd8b-682d-41df-acf8-ee7f68a6241c.csv,Uterus-AdenoCA,6,9
21011,42,dec775c5-7d9a-4dc5-b399-dc4b7ba49d73.csv,Uterus-AdenoCA,7,9
21012,43,e7d74d34-3255-4c20-90fd-b105e6e229c8.csv,Uterus-AdenoCA,8,9
21013,45,eae45fbe-9f7d-4f59-a0a9-1f0f0d69afc4.csv,Uterus-AdenoCA,10,9
21014,46,ec31e921-0782-4f77-ac23-4190af1e61ee.csv,Uterus-AdenoCA,1,9
21015,47,ed32c725-08ae-48eb-8fa2-719b9aeb7550.csv,Uterus-AdenoCA,2,9
21016,48,f7187888-f261-4a39-99b4-966fd7207117.csv,Uterus-AdenoCA,3,9
21017,49,f7dcc2e4-1fc4-4b39-bc6a-720e66116d68.csv,Uterus-AdenoCA,4,9
21018,50,fd504153-3cf6-44b9-99d5-21961ebac188.csv,Uterus-AdenoCA,5,9
21019,0,f221c897-6ad0-0df9-e040-11ac0c4813ef.csv,Bone-Osteosarc,1,10
21020,1,f82d213f-9843-28eb-e040-11ac0d483e48.csv,Bone-Osteosarc,2,10
21021,2,f82d213f-9ba5-7b6b-e040-11ac0c486882.csv,Bone-Osteosarc,3,10
21022,3,f82d213f-bc06-5b51-e040-11ac0c48687e.csv,Bone-Osteosarc,4,10
21023,4,f82d213f-bc99-5b1d-e040-11ac0c486880.csv,Bone-Osteosarc,5,10
21024,5,f82d213f-caa7-fd59-e040-11ac0d483e46.csv,Bone-Osteosarc,6,10
21025,6,f82d2146-70f5-8114-e040-11ac0d483e50.csv,Bone-Osteosarc,7,10
21026,7,f82d2146-726a-d0e0-e040-11ac0c486888.csv,Bone-Osteosarc,8,10
21027,8,f83f1eb8-b2c8-c3d6-e040-11ac0c48261e.csv,Bone-Osteosarc,9,10
21028,10,f8407106-8a96-8f85-e040-11ac0d481656.csv,Bone-Osteosarc,1,10
21029,11,f841c488-6b8d-6645-e040-11ac0c481418.csv,Bone-Osteosarc,2,10
21030,12,f8425828-5b0f-23a8-e040-11ac0d484128.csv,Bone-Osteosarc,3,10
21031,13,f843ed5c-0336-3d33-e040-11ac0d48478c.csv,Bone-Osteosarc,4,10
21032,14,f845ebba-8c56-b559-e040-11ac0c4863d5.csv,Bone-Osteosarc,5,10
21033,15,f8467ec8-2d61-ba21-e040-11ac0c483584.csv,Bone-Osteosarc,6,10
21034,16,f8515e5a-7de3-6be3-e040-11ac0c480d6d.csv,Bone-Osteosarc,7,10
21035,17,f85397dc-e6e9-4f54-e040-11ac0d48706c.csv,Bone-Osteosarc,8,10
21036,18,f854ae3f-356d-f0ad-e040-11ac0c485dae.csv,Bone-Osteosarc,9,10
21037,20,f8572359-f29a-5945-e040-11ac0d4821cf.csv,Bone-Osteosarc,1,10
21038,21,f8593ac0-9480-22a0-e040-11ac0d48697a.csv,Bone-Osteosarc,2,10
21039,22,f85add3d-e2e6-31f8-e040-11ac0d48479c.csv,Bone-Osteosarc,3,10
21040,23,f85ae2b7-cebf-17a2-e040-11ac0c48033a.csv,Bone-Osteosarc,4,10
21041,24,f860bc4c-f31b-6538-e040-11ac0c48268f.csv,Bone-Osteosarc,5,10
21042,25,f866123a-9eb0-e856-e040-11ac0c48717e.csv,Bone-Osteosarc,6,10
21043,26,f8696c79-b165-92a6-e040-11ac0c4804bf.csv,Bone-Osteosarc,7,10
21044,27,f86975a2-78a4-ef8c-e040-11ac0c4809da.csv,Bone-Osteosarc,8,10
21045,28,f86ae246-2492-9785-e040-11ac0d4813b0.csv,Bone-Osteosarc,9,10
21046,30,f86b7e84-7040-c751-e040-11ac0c485675.csv,Bone-Osteosarc,1,10
21047,31,f86e2d80-911b-7a19-e040-11ac0d486900.csv,Bone-Osteosarc,2,10
21048,32,f87348df-7186-4c6b-e040-11ac0c482ba9.csv,Bone-Osteosarc,3,10
21049,33,f87cdca1-2c85-49d2-e040-11ac0d485c9d.csv,Bone-Osteosarc,4,10
21050,34,f87d7c27-eeef-920e-e040-11ac0d48388d.csv,Bone-Osteosarc,5,10
21051,35,f87e94a9-ef37-fcba-e040-11ac0c482332.csv,Bone-Osteosarc,6,10
21052,36,f87eb1b5-1712-ca1f-e040-11ac0c483848.csv,Bone-Osteosarc,7,10
21053,37,f8809cee-8f81-28f8-e040-11ac0d4873bf.csv,Bone-Osteosarc,8,10
21054,38,fc93e38d-6bd5-9912-e040-11ac0c4838cd.csv,Bone-Osteosarc,9,10
21055,40,fc950c33-faa4-0241-e040-11ac0c486786.csv,Bone-Osteosarc,1,10
21056,41,fc998aec-57dd-eab2-e040-11ac0d48680a.csv,Bone-Osteosarc,2,10
21057,42,fc99b734-7f61-88d1-e040-11ac0c482e88.csv,Bone-Osteosarc,3,10
21058,43,fc99bbb0-e5c7-fb9e-e040-11ac0d4807e1.csv,Bone-Osteosarc,4,10
21059,0,01658141-8398-4585-9f0f-8355dd9b0604.csv,Breast-AdenoCA,5,10
21060,1,0448206f-3ade-4087-b1a9-4fb2d14e1367.csv,Breast-AdenoCA,6,10
21061,2,07b5141f-ac79-439b-883b-b0183bbe7ff5.csv,Breast-AdenoCA,7,10
21062,3,097a7d36-905b-72be-e050-11ac0d482c9a.csv,Breast-AdenoCA,8,10
21063,4,110b5f05-ded7-45ec-b0f6-a941c92d77dd.csv,Breast-AdenoCA,9,10
21064,6,13d05f7a-e16a-40ef-9a15-21257da2cf89.csv,Breast-AdenoCA,1,10
21065,7,15f90ef0-831b-40a3-98bd-ec226a9e8b26.csv,Breast-AdenoCA,2,10
21066,8,1bb3a1c7-4d7b-4fb6-b54d-e94cbd0e32aa.csv,Breast-AdenoCA,3,10
21067,9,1c0e384f-7254-4afe-93c0-b3fc6c6a7894.csv,Breast-AdenoCA,4,10
21068,10,1eb62abc-7928-405b-84cc-f091ca5347b2.csv,Breast-AdenoCA,5,10
21069,11,207f8a42-5b05-4876-b0ae-ebfaeea27844.csv,Breast-AdenoCA,6,10
21070,12,2290b078-6a5b-4c83-9dfb-b525bbf14e4e.csv,Breast-AdenoCA,7,10
21071,13,25c76a8f-77c0-4650-bddf-45ed0c10a2e6.csv,Breast-AdenoCA,8,10
21072,14,25e4cad7-2403-4992-9cbc-433574673549.csv,Breast-AdenoCA,9,10
21073,16,2b000af3-2c9d-4eaa-af3f-8101b7425c37.csv,Breast-AdenoCA,1,10
21074,17,2c6f1862-bb82-4e7e-9cb3-338bdf022ff4.csv,Breast-AdenoCA,2,10
21075,18,2da2b745-068d-408c-9163-3b3a78d4aaed.csv,Breast-AdenoCA,3,10
21076,19,30dbe353-86d5-40ed-84c2-dbddf7beb17b.csv,Breast-AdenoCA,4,10
21077,20,3585e133-b3c1-4d90-b5f2-2b867e0ae0ec.csv,Breast-AdenoCA,5,10
21078,21,36d1a85e-a09b-4537-86e0-eaf1eb03aed8.csv,Breast-AdenoCA,6,10
21079,22,418e916b-7a4e-4fab-8616-15dcec4d79f8.csv,Breast-AdenoCA,7,10
21080,23,41f140b8-72b9-4ae3-8b25-6144d9f94d0f.csv,Breast-AdenoCA,8,10
21081,24,43f7a2e0-fec9-4e43-872d-18c6c946fa17.csv,Breast-AdenoCA,9,10
21082,26,47312f61-5ef4-4f25-9320-8fbb4758790e.csv,Breast-AdenoCA,1,10
21083,27,4d409156-3a36-4c63-9ad6-b6af34f27b06.csv,Breast-AdenoCA,2,10
21084,28,4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9.csv,Breast-AdenoCA,3,10
21085,29,546b982f-60d9-43df-9761-09369afbee2d.csv,Breast-AdenoCA,4,10
21086,30,5a535c49-d42e-43c6-9d32-dc76f28d4f0f.csv,Breast-AdenoCA,5,10
21087,31,5b7d5767-2037-4175-aec9-886776343181.csv,Breast-AdenoCA,6,10
21088,32,5dbf3203-ce73-41e4-bf9a-32fc856f73f5.csv,Breast-AdenoCA,7,10
21089,33,6764e0a2-7a78-45c1-9189-6001c6518ce4.csv,Breast-AdenoCA,8,10
21090,34,6c65cb6d-8c50-4c7c-bc84-eeebe09fbe01.csv,Breast-AdenoCA,9,10
21091,36,6d7f44df-e9f0-4542-a6d8-d14ee7804002.csv,Breast-AdenoCA,1,10
21092,37,6e839eaf-1dbb-43f5-8846-c980e05540c7.csv,Breast-AdenoCA,2,10
21093,38,71fda5a9-7049-406f-9348-2c24f7ddf5f4.csv,Breast-AdenoCA,3,10
21094,39,73936e8b-c893-4afd-bd1f-be90c06a4869.csv,Breast-AdenoCA,4,10
21095,40,74039acd-5aca-4c65-818c-3b577d295be0.csv,Breast-AdenoCA,5,10
21096,41,7456abd5-303e-4e6f-bf4e-47efefc7310f.csv,Breast-AdenoCA,6,10
21097,42,74b57d2c-a83f-4798-b86b-a533975e4cc0.csv,Breast-AdenoCA,7,10
21098,43,7b08e810-f3c9-4155-ac11-f45a3a4f8b41.csv,Breast-AdenoCA,8,10
21099,44,84c77098-03d0-4b22-afb1-797703e85c6c.csv,Breast-AdenoCA,9,10
21100,46,8e03e773-5557-4e78-889b-4710c515378f.csv,Breast-AdenoCA,1,10
21101,47,8f558713-f32b-403b-aedf-c79efeb41c67.csv,Breast-AdenoCA,2,10
21102,48,9032b7fe-e38a-4641-a45e-67041668adc4.csv,Breast-AdenoCA,3,10
21103,49,97064332-1d4f-4571-93ff-354ffe6d7df9.csv,Breast-AdenoCA,4,10
21104,50,987528ac-437a-4eb8-a335-4f2076d5c006.csv,Breast-AdenoCA,5,10
21105,51,987d41ee-6bab-490c-b0f2-bf28c0089de9.csv,Breast-AdenoCA,6,10
21106,52,9c70688d-6e43-4520-9262-eaae4e4d597d.csv,Breast-AdenoCA,7,10
21107,53,9ddf2119-a222-4fa5-a9f3-0bec7eeea36b.csv,Breast-AdenoCA,8,10
21108,54,a6c14ebc-81a2-44f7-af87-2b7ec85e5696.csv,Breast-AdenoCA,9,10
21109,56,a876398c-5b1d-444f-a360-5fe2db697480.csv,Breast-AdenoCA,1,10
21110,57,aa58c09a-7799-4675-8310-d270224b163e.csv,Breast-AdenoCA,2,10
21111,58,aacaba97-ecde-440b-aae0-0e9c608c4b24.csv,Breast-AdenoCA,3,10
21112,59,b27d75ba-5989-4200-bfe9-f1b7d7cf8008.csv,Breast-AdenoCA,4,10
21113,60,b752b444-f033-4be4-9d24-e5e80b4181af.csv,Breast-AdenoCA,5,10
21114,61,c61ded54-f80e-4da8-b1d8-e22551c96118.csv,Breast-AdenoCA,6,10
21115,62,c67409b2-ac25-42a0-8543-4636ef132fe4.csv,Breast-AdenoCA,7,10
21116,63,cc4f9175-a8c8-424a-99d7-8bd11cae0e52.csv,Breast-AdenoCA,8,10
21117,64,d5372745-95cf-4572-a6e7-e7f5b796911a.csv,Breast-AdenoCA,9,10
21118,66,d8fbb398-d1da-4444-984a-22c8523625da.csv,Breast-AdenoCA,1,10
21119,67,dabb5a94-9706-4429-8db0-c328e2004340.csv,Breast-AdenoCA,2,10
21120,68,db45d81f-695c-4f99-beea-6dbec1ff47fc.csv,Breast-AdenoCA,3,10
21121,69,ddc7377d-82c3-480a-be3c-3d1da52c77d4.csv,Breast-AdenoCA,4,10
21122,70,df291849-4c35-44e1-b013-8f6b7ee36113.csv,Breast-AdenoCA,5,10
21123,71,e5593865-5f8e-4a4c-b36f-73fbe64d66da.csv,Breast-AdenoCA,6,10
21124,72,e55f338f-97e2-4394-ae23-c92606069485.csv,Breast-AdenoCA,7,10
21125,73,e7dc7492-3a84-49c7-8dea-8f508b53dc40.csv,Breast-AdenoCA,8,10
21126,74,e8392f20-c9e3-4649-b64f-5b266c393a76.csv,Breast-AdenoCA,9,10
21127,76,ec4d4cbc-d5d1-418d-a292-cad9576624fd.csv,Breast-AdenoCA,1,10
21128,77,eddfbfb9-3ae8-449b-b870-46062a2571c1.csv,Breast-AdenoCA,2,10
21129,78,f221cbb5-eefa-187f-e040-11ac0c481708.csv,Breast-AdenoCA,3,10
21130,79,f393baf9-2710-9203-e040-11ac0d484504.csv,Breast-AdenoCA,4,10
21131,80,f393bafd-1baa-e5f4-e040-11ac0d48450b.csv,Breast-AdenoCA,5,10
21132,81,f393bafe-7503-5c45-e040-11ac0d484511.csv,Breast-AdenoCA,6,10
21133,82,f393bafe-c99f-3725-e040-11ac0d484514.csv,Breast-AdenoCA,7,10
21134,83,f393bb00-888d-710f-e040-11ac0d484518.csv,Breast-AdenoCA,8,10
21135,84,f393bb01-6ed7-9533-e040-11ac0d484521.csv,Breast-AdenoCA,9,10
21136,86,f393bb05-c737-4cc3-e040-11ac0d48452a.csv,Breast-AdenoCA,1,10
21137,87,f393bb05-ec1c-17be-e040-11ac0d48452f.csv,Breast-AdenoCA,2,10
21138,88,f393bb07-270c-2c93-e040-11ac0d484533.csv,Breast-AdenoCA,3,10
21139,89,f393bb08-4121-cad8-e040-11ac0d484535.csv,Breast-AdenoCA,4,10
21140,90,f393bb08-5b50-e009-e040-11ac0d484537.csv,Breast-AdenoCA,5,10
21141,91,f393bb0a-9b20-a0e5-e040-11ac0d48454e.csv,Breast-AdenoCA,6,10
21142,92,f393bb0a-df7d-645c-e040-11ac0d484550.csv,Breast-AdenoCA,7,10
21143,93,f393bb0b-08ed-3335-e040-11ac0d484554.csv,Breast-AdenoCA,8,10
21144,94,f393bb0c-3ffa-cb72-e040-11ac0d48455c.csv,Breast-AdenoCA,9,10
21145,96,f39cc911-36a7-4c06-9e91-4ad86281db3d.csv,Breast-AdenoCA,1,10
21146,97,f6114c69-71a1-47d5-9b28-b0227b1872f7.csv,Breast-AdenoCA,2,10
21147,98,f69e5057-eda6-4391-ba9a-aedbf6b572da.csv,Breast-AdenoCA,3,10
21148,99,f7b847e5-0f5d-69b4-e040-11ac0c4845fe.csv,Breast-AdenoCA,4,10
21149,100,f7b84b5d-8f28-e6b7-e040-11ac0c484704.csv,Breast-AdenoCA,5,10
21150,101,f7b84bac-f161-9eee-e040-11ac0c4847ed.csv,Breast-AdenoCA,6,10
21151,102,f7b84c09-15d4-3046-e040-11ac0c4847ff.csv,Breast-AdenoCA,7,10
21152,103,f7c6486a-bb08-f77a-e040-11ac0c482953.csv,Breast-AdenoCA,8,10
21153,104,f7c6a336-3126-7580-e040-11ac0c485971.csv,Breast-AdenoCA,9,10
21154,106,f7d128d2-3964-e3bc-e040-11ac0d481667.csv,Breast-AdenoCA,1,10
21155,107,f7d70fac-c76f-399e-e040-11ac0c482f9c.csv,Breast-AdenoCA,2,10
21156,108,f7d7b3db-02af-61cb-e040-11ac0c480c03.csv,Breast-AdenoCA,3,10
21157,109,f7e4a2a8-093d-9e36-e040-11ac0d480c7d.csv,Breast-AdenoCA,4,10
21158,110,f7e7b258-b4b2-e6c5-e040-11ac0d486773.csv,Breast-AdenoCA,5,10
21159,111,f7e7d61f-e2dc-b523-e040-11ac0c482000.csv,Breast-AdenoCA,6,10
21160,112,f7ed28a6-8f5f-e87b-e040-11ac0c48120e.csv,Breast-AdenoCA,7,10
21161,113,f7f3e156-0dde-72b9-e040-11ac0d48542c.csv,Breast-AdenoCA,8,10
21162,114,f7f66114-e321-1d4c-e040-11ac0d48541a.csv,Breast-AdenoCA,9,10
21163,116,f7fdda4f-7bf7-ede7-e040-11ac0c486e57.csv,Breast-AdenoCA,1,10
21164,117,f80293b8-ddb7-f575-e040-11ac0d48309d.csv,Breast-AdenoCA,2,10
21165,118,f809247c-2bab-ab06-e040-11ac0d482b8a.csv,Breast-AdenoCA,3,10
21166,119,f848b66f-bd9e-4fba-afd4-eb58848d1ef4.csv,Breast-AdenoCA,4,10
21167,120,f8f749b7-547d-49fa-9da2-44eed962b6fd.csv,Breast-AdenoCA,5,10
21168,121,fb9135d9-2acf-41dd-8552-359e6b8c9470.csv,Breast-AdenoCA,6,10
21169,122,fc447d4f-2532-c8ea-e040-11ac0c48469f.csv,Breast-AdenoCA,7,10
21170,123,fc447d51-cdc2-a180-e040-11ac0c4846a4.csv,Breast-AdenoCA,8,10
21171,124,fc447d53-24d1-c83d-e040-11ac0c4846a6.csv,Breast-AdenoCA,9,10
21172,126,fc447d56-0d53-e0c3-e040-11ac0c4846a8.csv,Breast-AdenoCA,1,10
21173,127,fc5dc6d8-62d2-76d8-e040-11ac0d4863c3.csv,Breast-AdenoCA,2,10
21174,128,fc639186-8302-798e-e040-11ac0c484cec.csv,Breast-AdenoCA,3,10
21175,129,fc63cbab-d27a-5ebb-e040-11ac0c48724f.csv,Breast-AdenoCA,4,10
21176,130,fc68c24d-47ad-7961-e040-11ac0c48595c.csv,Breast-AdenoCA,5,10
21177,131,fc68e599-6a40-61dc-e040-11ac0d48700d.csv,Breast-AdenoCA,6,10
21178,132,fc6d77a9-121b-48ab-a899-713c3d1319a2.csv,Breast-AdenoCA,7,10
21179,133,fc78685a-7053-152a-e040-11ac0c480ded.csv,Breast-AdenoCA,8,10
21180,134,fc7eb420-5c13-20bd-e040-11ac0d484574.csv,Breast-AdenoCA,9,10
21181,136,fc806c50-2f6e-418d-e040-11ac0d485f01.csv,Breast-AdenoCA,1,10
21182,137,fc8130df-18fe-c74d-e040-11ac0d485df2.csv,Breast-AdenoCA,2,10
21183,138,fc8130df-1bc2-c537-e040-11ac0d485de6.csv,Breast-AdenoCA,3,10
21184,139,fc8130df-1cdd-cade-e040-11ac0d485dec.csv,Breast-AdenoCA,4,10
21185,140,fc8130df-1e8f-c879-e040-11ac0d485df4.csv,Breast-AdenoCA,5,10
